-nan 10.9
-nan 10.9
-nan 10.9
-nan 11
-nan 11
-nan 11
-nan 10.9
-nan 10.8
-nan 10.9
-nan 11
-nan 10.8
-nan 10.7
-nan 10.8
-nan 10.9
-nan 10.7
-nan 10.7
-nan 10.7
-nan 10.7
-nan 10.7
-nan 10.8
-nan 10.9
-nan 11.2
-nan 11.3
-nan 11.3
-nan 11.4
-nan 11.6
-nan 8.6
-nan -4.1
-nan -12.7
-nan -16.7
-nan -19
-nan -19.9
-nan -20.6
-nan -21
-nan -21.2
-nan -21.4
-nan -21.5
-nan -21.7
-nan -21.7
-nan -21.9
-nan -21.8
-nan -22
-nan -22
-nan -22.1
-nan -22.1
-nan -22.1
-nan -22.2
-nan -22.3
-nan -22.3
-nan -22.3
-nan -22.4
-nan -22.3
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.6
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.5
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.6
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.5
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.3
-nan -22.3
-nan -22.3
-nan -22.4
-nan -22.4
-nan -22.3
-nan -22.3
-nan -22.3
-nan -22.2
-nan -22.1
-nan -21.7
-nan -21
-nan -20
-nan -18.9
-nan -17.6
-nan -16.3
-nan -14.7
-nan -12.9
-nan -11.1
-nan -9.4
-nan -8.2
-nan -7.1
-nan -6.2
-nan -5.4
-nan -4.7
-nan -4
-nan -3.4
-nan -3
-nan -2.8
-nan -3.1
-nan -3.8
3861.85 -4.6
2510.37 -6
1972.4 -7.9
1661.88 -9.8
1452.94 -11.8
1315.38 -13.9
1187.21 -15.6
1109.13 -17.2
1037.16 -18.4
977.823 -19.2
927.823 -20.1
889.682 -20.6
853.902 -21.1
833.681 -21.4
805.958 -21.6
771.565 -21.8
740.038 -22
714.628 -22.2
690.7 -22.2
672.09 -22.3
655.902 -22.3
639.202 -22.5
625.359 -22.4
613.173 -22.4
601.029 -22.4
590.937 -22.5
581.376 -22.5
571.713 -22.5
564.238 -22.5
557.615 -22.6
552.812 -22.6
547.633 -22.6
542.611 -22.6
536.781 -22.7
531.155 -22.6
527.512 -22.6
521.333 -22.6
515.39 -22.7
510.474 -22.7
505.323 -22.7
499.968 -22.8
495.528 -22.7
490.867 -22.8
487.038 -22.8
481.979 -22.8
478.06 -22.8
474.248 -22.9
471.152 -22.9
466.933 -22.8
462.556 -22.9
457.213 -22.9
452.613 -22.9
449.204 -22.9
445.131 -23
442.407 -22.9
439.025 -22.9
436.199 -23
432.985 -23
430.076 -23
